rainfall_mm,soil_moisture_pct,displacement_mm,pore_pressure_kpa,slope_angle_deg,risk_label
36.1,23.8,2.76,42.3,50.7,Safe
38.3,33.9,0.02,9.2,50.5,Watch
8.0,81.8,0.3,24.6,27.1,Watch
6.5,27.5,0.7,15.3,17.3,Safe
59.8,64.5,1.28,28.2,48.9,Watch
86.6,44.5,2.34,48.7,38.9,Warning
75.9,24.4,1.04,39.6,37.2,Safe
20.2,95.4,0.97,2.0,27.5,Safe
72.9,48.5,6.11,20.7,36.0,Watch
37.9,51.8,0.47,7.5,42.2,Watch
30.8,54.6,2.05,45.9,38.6,Watch
11.5,53.2,9.16,21.3,25.9,Safe
22.6,83.7,2.94,31.1,47.4,Warning
60.9,77.1,3.79,31.9,33.2,Danger
52.9,28.2,1.69,33.1,38.8,Safe
47.3,81.3,0.06,0.0,40.4,Watch
3.5,32.4,3.12,35.4,53.3,Safe
47.7,50.8,3.0,21.8,36.1,Watch
25.5,18.9,0.35,42.7,31.5,Safe
53.2,63.7,1.86,33.0,51.1,Watch
96.6,39.5,7.41,39.5,43.1,Danger
28.8,24.3,0.69,19.1,35.1,Safe
45.1,66.4,1.85,13.1,34.4,Watch
148.4,70.9,1.85,43.4,12.4,Danger
51.3,71.5,4.99,38.5,31.1,Danger
41.0,17.6,5.22,33.3,18.0,Safe
20.5,73.3,4.27,33.3,5.3,Watch
74.3,39.6,1.36,36.3,26.0,Safe
17.4,81.9,0.22,10.6,18.2,Safe
99.5,56.2,1.29,46.1,28.4,Danger
67.0,49.5,3.42,27.7,35.1,Watch
26.2,45.2,3.64,28.1,37.1,Safe
21.2,44.8,10.06,23.7,30.9,Watch
21.6,32.8,1.81,0.0,19.1,Safe
6.7,25.8,3.0,38.6,30.8,Safe
58.8,38.5,2.32,15.0,21.3,Safe
4.2,66.4,0.49,31.6,46.0,Safe
39.0,19.9,1.86,17.7,30.5,Safe
37.0,69.1,2.36,24.8,20.6,Watch
32.0,47.6,9.03,24.0,21.5,Watch
58.5,59.1,1.37,17.3,32.1,Safe
26.3,60.0,11.75,26.6,32.6,Watch
47.8,61.7,2.34,22.8,30.1,Safe
99.5,45.4,0.83,14.4,41.9,Watch
63.6,45.9,0.64,47.6,22.4,Watch
29.7,61.1,0.46,18.0,42.0,Safe
41.9,26.3,1.81,38.4,31.1,Safe
32.0,23.5,0.07,40.0,40.6,Safe
36.6,36.6,1.77,43.9,25.7,Safe
48.9,50.2,13.37,21.8,39.8,Watch
11.0,79.6,3.33,27.0,23.9,Watch
8.4,45.9,4.28,27.5,48.5,Safe
19.0,81.0,0.38,37.9,31.2,Watch
60.5,54.3,1.92,26.4,27.7,Watch
66.6,36.8,1.01,36.9,20.3,Safe
73.7,65.6,6.74,26.2,33.7,Warning
19.7,40.6,0.6,46.8,30.5,Watch
44.9,49.5,1.84,29.8,18.6,Safe
30.5,20.9,2.66,28.0,24.6,Safe
37.8,17.8,2.16,35.1,12.5,Safe
30.0,55.0,5.32,54.5,20.7,Safe
51.0,64.9,0.79,20.9,30.8,Safe
23.6,80.0,1.42,45.6,35.5,Watch
92.1,30.4,4.71,17.7,28.8,Watch
92.6,71.3,2.25,30.7,36.7,Warning
59.2,68.7,1.54,18.1,22.4,Watch
84.8,36.2,0.09,24.4,36.4,Watch
10.5,70.0,4.2,19.8,31.2,Safe
95.7,62.0,10.75,40.5,29.9,Danger
55.2,65.6,2.91,22.5,32.0,Safe
24.8,84.0,5.83,38.0,26.0,Safe
22.7,64.8,2.18,22.1,16.7,Watch
118.1,6.5,0.79,29.9,21.5,Safe
74.5,50.8,0.04,51.9,17.9,Watch
37.0,16.8,3.18,18.8,29.7,Safe
10.4,47.7,2.04,19.1,38.8,Safe
99.1,46.7,4.57,26.3,46.8,Watch
15.2,34.5,3.56,29.7,27.4,Safe
30.9,26.5,13.26,39.3,30.4,Safe
37.0,35.5,2.14,30.6,50.8,Safe
22.4,38.9,1.67,33.7,28.0,Watch
35.7,42.6,1.01,12.7,25.7,Safe
41.4,46.9,1.94,34.5,30.7,Safe
35.1,55.5,6.19,34.9,27.8,Watch
52.9,39.4,0.13,40.1,25.2,Safe
121.1,68.0,11.44,25.1,17.9,Danger
11.0,44.3,15.02,29.9,47.9,Watch
47.0,61.6,2.73,40.6,37.5,Watch
15.3,39.5,1.21,14.1,48.2,Safe
9.9,94.4,0.76,3.1,41.5,Safe
80.5,53.4,0.97,13.4,32.2,Watch
50.0,74.4,0.15,20.4,15.3,Safe
9.2,32.5,1.93,46.1,22.9,Safe
35.6,37.0,0.18,60.4,28.5,Safe
19.0,40.5,3.8,16.4,22.4,Safe
36.7,89.5,1.4,28.7,13.8,Watch
68.3,41.2,0.67,22.1,23.1,Safe
63.4,30.2,2.36,37.2,30.1,Watch
30.2,68.4,10.92,34.2,47.9,Watch
83.1,46.1,3.56,16.9,25.3,Watch
104.8,41.1,2.03,20.7,38.6,Safe
69.1,34.0,4.5,27.9,22.2,Watch
26.2,53.8,4.01,48.5,29.8,Watch
37.6,64.1,6.67,20.2,31.7,Watch
118.5,59.2,0.69,6.7,48.0,Watch
32.1,36.4,5.87,49.5,5.3,Watch
63.6,27.2,1.07,37.5,23.9,Safe
22.1,5.0,8.49,12.6,34.5,Safe
83.5,28.0,0.99,34.6,36.2,Watch
19.9,38.3,7.85,42.2,20.2,Safe
38.9,43.9,9.96,31.4,31.6,Watch
62.0,40.1,0.47,50.4,32.1,Watch
134.8,95.4,11.01,38.3,46.7,Danger
49.3,53.8,0.27,34.6,34.1,Watch
33.8,22.7,0.74,33.1,30.6,Safe
31.7,56.8,1.76,32.0,25.0,Watch
81.0,52.0,15.15,43.2,38.1,Danger
58.4,26.1,2.01,27.8,29.5,Safe
67.3,50.2,2.4,44.2,26.3,Watch
113.0,54.5,3.56,34.7,22.2,Warning
43.6,63.4,10.35,31.6,29.0,Warning
55.5,13.0,4.59,25.4,39.0,Watch
31.4,56.7,0.76,25.5,26.9,Watch
21.4,70.4,1.08,34.8,32.3,Safe
25.2,79.0,0.31,45.2,26.4,Watch
2.3,22.9,3.1,37.6,33.7,Safe
61.5,42.4,0.6,19.3,32.8,Safe
57.1,44.1,0.89,6.0,24.1,Safe
60.6,57.2,6.57,41.1,40.3,Danger
20.1,42.0,1.19,70.2,17.4,Safe
25.6,32.1,2.51,25.9,43.4,Safe
24.9,48.9,1.52,23.0,35.3,Safe
89.1,38.9,0.23,42.3,37.9,Watch
48.0,55.1,1.35,17.1,15.5,Safe
43.3,30.4,1.57,52.4,31.5,Safe
71.7,26.6,6.78,36.2,47.3,Watch
25.0,68.7,1.18,29.6,30.5,Watch
54.5,85.9,1.43,18.4,33.3,Watch
146.4,77.8,4.58,43.2,20.6,Danger
98.7,43.7,4.27,23.3,17.6,Watch
53.9,64.0,4.8,40.6,34.3,Watch
44.5,32.6,9.22,36.0,25.2,Safe
60.2,54.1,4.76,49.4,26.5,Warning
108.0,34.5,1.57,32.4,32.6,Watch
102.9,67.6,5.17,76.7,38.9,Danger
120.2,65.2,2.13,38.3,37.3,Danger
50.0,82.4,0.98,32.2,33.0,Warning
4.1,40.9,1.08,24.2,40.9,Safe
139.7,73.4,0.76,43.2,42.4,Danger
21.3,54.1,0.47,24.5,30.7,Safe
70.9,46.4,0.61,18.4,48.7,Safe
4.2,51.1,0.2,23.0,21.1,Safe
42.6,75.6,6.58,27.1,16.7,Watch
32.2,42.6,8.02,63.7,45.8,Warning
120.4,43.5,2.65,34.4,25.0,Watch
54.4,7.8,5.51,20.1,5.3,Safe
42.3,42.4,0.61,46.3,28.7,Watch
58.9,49.8,6.96,32.8,44.3,Warning
1.1,31.3,2.12,49.4,28.9,Safe
24.5,26.9,0.21,58.7,14.2,Safe
27.8,11.7,0.46,7.6,29.1,Safe
65.6,34.5,1.11,0.0,30.1,Safe
17.3,70.6,0.13,59.9,28.6,Watch
48.4,18.3,1.11,19.7,24.8,Safe
39.2,59.2,0.19,4.5,25.3,Safe
25.6,60.8,0.81,22.1,39.3,Safe
27.1,89.2,0.93,15.5,26.2,Watch
38.9,63.7,15.54,18.4,33.6,Warning
5.9,62.2,0.81,42.8,33.6,Safe
72.4,51.6,0.82,24.6,25.8,Safe
21.2,45.0,3.48,5.7,24.5,Safe
33.8,60.3,5.88,30.5,32.7,Watch
117.5,67.5,1.47,17.2,15.5,Warning
73.3,48.1,6.25,26.3,51.9,Watch
14.5,68.3,1.25,27.1,26.3,Safe
0.8,96.9,0.66,42.7,28.1,Watch
60.7,46.3,1.2,22.4,39.4,Safe
34.9,46.8,2.82,40.5,30.3,Safe
48.6,43.3,1.37,6.1,27.8,Watch
71.6,47.4,3.35,43.5,18.6,Danger
79.6,67.0,0.81,49.5,33.0,Warning
29.7,46.6,3.62,26.5,26.5,Safe
38.4,48.4,1.28,17.7,52.8,Safe
55.7,40.5,1.83,13.8,29.9,Safe
58.4,53.8,2.45,29.6,9.3,Watch
48.3,35.9,3.48,48.2,41.5,Watch
108.9,22.9,0.82,23.6,22.0,Watch
57.9,53.1,5.42,46.7,33.1,Warning
70.9,80.6,3.84,12.7,46.0,Warning
51.3,39.8,0.8,24.7,28.9,Safe
17.2,26.3,11.06,29.3,30.0,Safe
24.4,79.5,3.28,33.2,41.3,Safe
13.9,45.8,1.81,25.0,46.3,Safe
85.8,62.0,0.51,48.7,30.6,Warning
9.1,31.9,2.29,48.9,52.2,Watch
37.2,45.2,0.54,27.4,14.6,Safe
31.0,70.2,1.68,22.2,23.0,Safe
30.3,47.4,1.58,21.0,27.2,Watch
32.6,47.6,3.82,45.5,42.6,Safe
122.7,18.2,0.64,20.0,34.3,Safe
5.4,59.2,5.18,8.1,25.2,Safe
99.9,30.9,1.18,10.3,20.7,Watch
34.8,65.2,1.76,40.0,17.1,Watch
76.0,48.6,4.44,9.5,37.2,Watch
44.3,50.2,2.95,24.0,28.1,Watch
15.3,58.9,1.1,31.5,42.1,Watch
106.4,51.8,1.46,4.8,17.7,Watch
95.6,75.9,1.09,32.7,36.3,Warning
16.4,73.1,2.71,25.1,31.6,Watch
64.0,23.1,1.21,1.4,25.9,Safe
25.4,41.9,3.88,32.9,26.6,Safe
9.6,60.1,2.6,35.9,33.0,Safe
21.2,28.0,0.47,32.8,31.7,Safe
102.3,16.8,1.11,37.6,23.1,Safe
77.3,31.3,0.75,33.9,37.2,Watch
32.9,42.9,1.48,41.0,44.1,Watch
102.6,5.0,2.18,15.8,29.6,Safe
90.7,24.9,2.12,9.0,37.8,Watch
21.3,13.0,4.21,12.6,30.4,Safe
119.5,65.6,0.63,17.8,56.1,Danger
30.8,61.8,8.78,60.3,32.1,Watch
34.3,50.0,1.26,18.0,39.0,Safe
5.6,46.8,1.07,22.2,43.7,Safe
25.0,54.8,3.47,26.5,25.6,Safe
37.4,27.0,4.91,24.6,39.1,Safe
52.4,67.6,1.43,57.2,40.6,Warning
15.4,46.7,4.12,4.1,36.3,Safe
22.2,61.5,6.46,62.8,39.6,Watch
121.2,60.8,4.37,32.2,25.5,Warning
86.6,54.6,0.1,44.4,53.5,Warning
97.7,50.6,5.27,30.3,8.0,Watch
39.9,49.3,4.47,42.2,23.6,Safe
53.6,43.9,3.32,15.8,18.6,Watch
65.0,53.7,4.28,9.7,49.2,Watch
120.1,48.7,11.65,68.9,30.7,Danger
9.4,36.2,1.69,58.7,22.6,Safe
27.2,56.0,0.21,14.2,25.9,Safe
50.0,50.0,1.85,40.7,16.8,Watch
44.5,66.8,0.14,47.4,38.3,Watch
21.9,12.4,1.05,39.9,39.3,Safe
61.1,45.7,2.65,26.9,35.0,Warning
28.1,32.0,1.11,60.4,24.8,Safe
42.1,35.7,3.47,40.3,47.3,Watch
59.2,55.1,5.18,16.1,39.8,Watch
29.2,19.2,1.64,24.2,14.6,Safe
72.9,47.4,6.91,14.0,30.1,Warning
82.3,45.5,0.25,28.4,20.4,Watch
22.7,26.1,5.5,27.9,46.7,Safe
27.9,47.8,5.29,41.3,27.5,Watch
17.6,31.3,1.17,41.1,18.2,Safe
41.4,84.6,1.06,35.8,30.5,Warning
52.4,66.6,1.09,35.4,47.9,Warning
31.6,46.2,5.0,45.6,40.6,Watch
51.3,37.2,5.35,26.6,26.8,Watch
27.3,54.1,1.2,0.0,30.3,Safe
28.0,58.8,2.69,61.7,41.9,Watch
54.4,49.6,0.45,16.3,45.9,Safe
29.6,26.7,1.9,40.4,16.5,Safe
39.7,41.2,20.16,24.9,33.5,Watch
55.8,46.4,0.52,51.0,28.5,Watch
50.8,50.2,8.84,15.6,27.1,Watch
27.6,50.6,5.22,19.3,45.4,Watch
88.1,58.2,10.75,22.5,18.5,Warning
63.0,69.2,0.59,38.3,40.1,Danger
50.0,63.2,0.72,33.3,9.2,Safe
15.5,55.6,0.05,38.5,24.7,Safe
45.3,22.4,3.87,31.9,32.3,Safe
24.5,66.4,3.1,44.0,18.9,Watch
59.7,59.7,0.59,44.2,54.0,Warning
0.8,40.4,4.7,52.7,24.8,Safe
33.9,45.5,1.07,35.2,24.0,Safe
26.6,46.2,0.44,35.1,25.1,Safe
73.1,37.1,1.65,56.5,37.8,Watch
5.9,13.5,0.29,48.0,41.1,Safe
43.2,24.9,0.92,37.8,27.6,Safe
62.4,28.7,1.39,9.1,35.2,Safe
134.9,9.6,5.73,4.7,35.9,Warning
28.0,25.0,4.72,39.2,17.6,Safe
53.0,65.5,1.75,39.8,30.8,Watch
6.4,53.7,3.87,19.2,25.7,Safe
41.5,27.5,2.52,35.3,16.4,Safe
92.5,32.6,1.25,16.3,34.1,Safe
135.8,67.1,3.88,38.6,42.1,Danger
56.7,66.7,3.45,39.0,32.4,Safe
8.8,46.3,2.9,38.9,6.3,Safe
102.5,66.1,2.89,35.0,27.4,Danger
8.8,31.2,3.45,25.6,23.1,Safe
14.0,49.1,1.46,26.8,49.8,Safe
108.4,18.5,6.1,47.4,28.6,Warning
39.2,38.4,0.53,36.2,15.9,Safe
25.4,45.5,6.46,37.3,31.5,Watch
68.5,14.7,1.26,31.3,38.4,Safe
47.2,55.7,0.4,39.8,33.0,Watch
86.9,58.7,2.75,44.4,24.0,Watch
48.8,63.2,1.41,20.6,27.4,Watch
49.7,87.0,5.07,38.9,39.7,Warning
84.8,52.5,1.69,26.6,33.0,Watch
38.8,43.8,3.31,34.7,52.3,Watch
19.1,16.2,1.11,42.5,33.0,Safe
71.3,52.1,0.71,8.2,16.7,Safe
32.9,55.1,1.47,13.7,30.0,Safe
51.8,20.6,2.8,20.1,26.4,Safe
4.7,40.7,3.21,19.0,16.5,Safe
37.5,45.2,2.59,27.6,33.3,Safe
26.9,54.5,13.28,55.4,27.8,Warning
4.5,60.4,3.52,47.7,33.5,Safe
38.5,35.3,8.04,21.3,50.3,Watch
39.5,48.6,0.38,43.0,30.7,Watch
54.6,55.3,0.19,29.4,42.2,Watch
91.4,41.7,1.12,35.2,30.1,Safe
81.6,37.4,0.44,15.3,36.2,Safe
28.6,57.8,2.24,10.2,33.2,Safe
48.0,41.8,2.2,41.0,34.7,Safe
60.3,23.5,2.57,30.5,30.7,Safe
29.3,69.7,4.1,37.8,46.5,Watch
9.8,25.4,10.66,53.9,38.3,Safe
35.3,43.3,6.32,26.4,33.2,Safe
94.0,50.8,0.38,26.6,41.1,Watch
9.3,53.2,1.24,56.5,33.3,Safe
17.3,48.1,0.89,30.3,43.2,Safe
21.0,5.0,0.58,18.0,20.2,Safe
17.5,32.4,2.36,41.0,53.3,Safe
68.7,50.3,2.42,26.4,33.7,Warning
24.5,43.0,0.77,17.7,20.6,Safe
70.0,54.2,3.73,31.3,39.5,Danger
43.1,63.4,3.96,42.4,44.9,Watch
6.9,54.1,0.06,12.6,21.8,Safe
29.8,31.9,1.51,12.3,27.3,Safe
83.3,35.3,6.63,28.8,42.1,Watch
46.9,74.4,2.2,13.5,37.6,Warning
31.7,41.8,1.28,10.9,27.6,Safe
94.8,43.3,0.88,30.1,29.5,Watch
15.7,54.2,0.84,46.6,19.5,Safe
25.2,67.3,0.32,41.8,22.1,Watch
78.0,28.8,5.1,28.4,15.3,Safe
67.8,36.1,0.27,49.2,28.5,Watch
14.4,16.1,1.04,56.0,38.8,Safe
58.9,39.7,0.14,37.4,29.3,Safe
24.1,55.2,4.56,24.5,43.2,Safe
4.2,38.4,0.12,53.4,25.5,Safe
32.2,76.7,1.11,52.8,17.1,Watch
141.5,47.1,2.56,33.8,43.5,Warning
84.3,43.2,1.58,48.3,35.7,Watch
40.2,38.7,0.99,18.3,44.3,Safe
8.6,20.5,0.97,0.0,28.6,Safe
4.4,43.4,4.8,15.4,47.9,Safe
43.2,51.5,10.95,33.1,21.2,Warning
56.1,42.9,1.28,28.9,29.1,Watch
69.3,49.2,0.12,44.4,36.1,Safe
63.8,32.9,0.11,7.7,27.3,Safe
67.7,22.6,4.27,8.0,34.3,Safe
51.2,43.1,2.41,41.4,44.5,Watch
93.4,49.0,4.59,8.5,35.8,Watch
26.9,42.0,3.59,25.9,30.2,Safe
42.7,48.7,7.14,30.4,44.3,Safe
6.9,59.0,6.51,20.2,37.1,Watch
26.4,58.9,4.66,38.7,31.9,Safe
82.7,60.4,1.93,0.0,31.2,Watch
66.2,63.1,1.11,57.5,28.3,Watch
2.4,53.9,2.12,25.0,40.4,Watch
148.4,51.4,2.09,27.4,40.8,Warning
46.9,80.0,2.83,70.4,44.7,Warning
47.6,59.1,0.62,9.6,36.3,Safe
25.0,29.8,3.2,14.3,26.6,Safe
29.9,11.5,1.83,51.1,35.3,Safe
46.6,40.7,2.9,6.7,26.4,Safe
63.6,56.2,0.82,37.4,33.6,Safe
53.0,62.3,1.71,20.9,46.1,Watch
26.7,22.5,0.71,5.8,43.8,Safe
18.8,58.1,6.25,37.9,41.1,Warning
17.7,65.4,2.01,38.3,31.8,Watch
87.1,56.0,0.76,30.0,41.0,Warning
80.1,52.5,0.13,61.0,25.6,Warning
59.5,42.6,3.38,18.4,17.4,Watch
86.7,36.7,0.72,43.0,34.7,Watch
37.8,59.1,13.69,34.9,28.2,Warning
75.4,55.5,2.29,44.6,49.8,Danger
61.7,39.1,1.02,22.4,48.3,Safe
76.8,90.8,3.22,9.2,25.1,Warning
16.0,17.8,0.97,19.8,38.9,Safe
50.7,40.8,5.15,29.0,12.3,Watch
31.3,31.1,1.11,40.2,35.4,Safe
3.2,51.9,13.33,30.3,35.1,Watch
96.7,9.9,2.79,33.2,22.1,Safe
80.3,67.8,5.58,55.9,33.7,Danger
54.0,63.1,0.23,29.6,22.7,Safe
19.9,49.8,1.28,22.0,40.5,Safe
6.6,39.4,4.01,36.6,33.9,Safe
3.2,57.9,3.19,4.3,46.9,Safe
26.2,50.9,0.65,4.2,16.7,Safe
68.4,62.1,1.32,28.0,23.3,Watch
31.6,42.8,0.92,16.0,27.1,Safe
60.0,41.7,2.85,20.9,36.9,Safe
62.1,64.4,1.27,44.0,34.7,Warning
67.7,56.4,1.11,37.9,36.3,Watch
5.2,41.9,0.7,28.8,25.5,Safe
21.6,51.6,1.58,31.2,13.0,Safe
59.2,48.3,0.65,23.6,24.4,Safe
111.0,53.4,9.86,42.7,46.1,Danger
90.9,67.9,0.5,41.9,25.8,Watch
52.0,38.7,7.34,44.9,33.8,Watch
97.4,33.4,1.68,44.2,32.6,Watch
51.7,49.9,1.42,30.8,33.8,Watch
9.0,35.3,0.79,19.5,18.6,Safe
66.9,28.6,3.03,27.5,40.2,Safe
93.0,62.9,3.47,31.7,31.0,Warning
134.4,39.8,1.89,19.9,55.1,Watch
25.6,11.4,0.17,54.4,28.3,Safe
14.4,60.3,7.52,54.5,41.8,Watch
75.6,37.1,11.79,28.2,28.1,Warning
56.7,55.4,1.69,45.5,51.2,Warning
53.0,64.5,2.85,38.4,39.3,Warning
98.4,48.4,1.8,22.6,19.1,Safe
75.4,8.4,1.17,36.2,46.1,Watch
60.6,9.7,0.24,18.4,39.8,Safe
28.5,32.9,1.83,16.8,27.3,Safe
71.2,44.0,5.12,37.2,15.9,Safe
13.8,66.6,0.05,37.3,44.0,Safe
51.6,50.2,2.62,70.4,49.3,Warning
40.6,92.1,6.38,27.7,43.2,Danger
8.5,18.2,0.74,22.1,40.7,Safe
56.8,47.2,0.61,43.8,37.6,Safe
25.7,37.0,4.44,29.6,42.6,Safe
55.8,49.2,0.88,20.3,29.4,Safe
17.8,76.5,0.64,21.2,13.9,Safe
75.9,77.7,1.42,27.3,39.6,Watch
122.6,46.0,1.5,45.8,35.9,Watch
13.8,60.5,6.22,36.5,18.0,Warning
17.8,48.9,2.89,17.5,10.1,Safe
11.5,25.6,1.56,57.5,32.8,Safe
35.1,45.3,2.29,16.4,30.4,Watch
55.2,35.9,9.24,18.9,29.6,Watch
68.2,43.9,0.36,47.5,37.8,Safe
50.8,29.7,0.7,52.5,24.5,Safe
66.7,47.8,9.85,35.3,38.9,Warning
39.5,50.5,9.46,10.6,38.9,Watch
25.4,57.7,0.59,31.5,5.4,Safe
18.2,50.6,0.47,9.5,31.3,Safe
36.2,74.4,1.64,67.3,34.0,Danger
18.6,84.5,0.15,34.3,39.5,Watch
54.0,37.7,3.19,42.0,37.5,Safe
18.9,62.5,0.24,24.4,14.5,Safe
27.8,83.1,0.18,57.1,33.0,Warning
86.8,62.9,1.99,22.5,29.4,Warning
92.5,57.9,9.5,17.1,42.7,Watch
90.6,12.2,1.67,34.6,20.0,Safe
40.0,35.0,1.32,43.2,32.0,Safe
26.3,37.6,18.58,61.9,40.7,Warning
60.0,70.0,2.28,54.2,39.6,Watch
19.3,31.8,1.41,47.9,30.5,Safe
70.5,43.5,1.46,19.7,43.8,Watch
24.3,60.1,0.65,19.4,24.7,Safe
35.0,31.0,2.15,16.8,39.3,Safe
71.6,50.0,1.73,27.7,41.0,Watch
6.2,47.7,0.95,1.3,18.3,Safe
25.2,60.8,0.52,50.5,45.0,Watch
54.8,56.9,1.12,14.6,15.5,Watch
63.5,56.3,2.13,12.8,35.7,Watch
56.4,48.6,0.18,23.9,27.3,Safe
34.6,14.8,0.5,9.9,42.1,Safe
76.7,47.5,8.85,39.7,35.3,Danger
17.6,46.0,2.35,15.5,49.9,Safe
16.9,58.8,0.2,37.5,43.4,Safe
54.4,37.4,3.54,43.9,33.3,Watch
15.8,45.8,0.19,21.8,44.1,Safe
125.4,46.3,4.03,19.2,31.0,Watch
25.8,32.2,4.16,18.0,21.1,Safe
75.7,24.2,3.16,13.8,27.4,Watch
13.3,51.9,3.95,23.7,30.9,Safe
108.3,63.1,0.28,31.0,5.0,Watch
42.1,33.8,3.89,9.3,45.8,Safe
25.2,41.1,0.44,20.4,31.0,Safe
32.7,59.9,1.24,32.4,41.6,Safe
21.9,61.7,8.58,30.5,33.6,Watch
34.9,49.2,2.1,0.0,16.6,Safe
14.1,52.5,10.27,39.5,32.8,Watch
25.9,54.6,0.28,48.6,30.8,Watch
74.7,57.8,1.95,21.4,25.1,Safe
48.8,25.7,0.19,4.0,28.1,Safe
17.3,79.5,2.98,18.5,32.3,Watch
35.9,49.9,0.25,18.1,7.5,Safe
93.3,58.1,0.58,48.0,35.6,Danger
28.5,31.3,0.9,13.6,38.0,Safe
15.6,41.7,4.14,24.6,37.0,Safe
61.9,51.8,0.54,55.2,29.2,Watch
3.5,12.5,5.62,32.4,51.6,Safe
33.3,28.8,0.42,32.9,37.1,Safe
98.8,31.9,0.11,28.5,27.8,Safe
35.1,22.0,1.51,44.7,19.6,Safe
79.8,46.9,11.65,36.1,18.4,Watch
15.4,43.7,0.35,57.8,36.0,Safe
34.0,70.6,0.32,59.4,39.2,Watch
31.5,24.8,4.17,34.7,33.2,Safe
59.5,49.2,1.12,29.4,31.4,Watch
43.9,29.2,3.79,32.5,28.6,Watch
107.7,14.1,0.67,21.5,36.9,Safe
27.2,55.6,1.85,32.0,24.2,Safe
43.5,57.1,0.92,8.4,31.8,Safe
32.5,54.9,1.8,19.3,32.9,Safe
41.1,21.3,4.4,41.8,37.8,Watch
38.3,46.5,4.31,38.1,23.8,Watch
19.1,55.8,2.18,28.1,22.0,Safe
71.9,62.1,7.91,36.3,32.5,Warning
23.6,56.3,0.92,52.6,34.1,Safe
22.2,62.4,0.82,24.2,31.9,Safe
9.0,64.2,2.85,8.5,5.0,Safe
26.6,46.9,2.91,39.4,35.3,Safe
23.4,54.0,0.14,38.0,57.7,Watch
4.6,63.0,2.81,41.4,41.2,Safe
34.8,52.0,1.41,12.0,12.4,Safe
104.5,66.6,4.13,7.5,27.9,Watch
10.9,60.7,4.95,34.0,30.0,Watch
40.6,33.6,2.41,32.9,28.8,Safe
34.1,21.5,0.01,24.6,19.6,Safe
65.3,45.3,3.03,51.7,23.1,Watch
68.7,23.7,4.15,29.9,41.3,Warning
157.1,46.5,0.86,48.5,39.5,Danger
50.1,44.9,1.87,43.2,30.9,Warning
20.8,68.4,10.12,13.7,41.5,Watch
25.9,54.1,1.06,16.7,25.4,Safe
28.2,62.6,0.76,10.8,28.6,Safe
24.2,36.2,0.71,36.5,28.4,Safe
121.8,72.5,2.45,31.5,16.5,Warning
66.5,61.1,8.97,50.3,29.4,Danger
59.2,52.7,2.81,38.9,48.4,Watch
16.0,12.5,1.08,10.5,47.3,Safe
68.3,66.2,3.05,23.1,33.2,Safe
88.5,76.9,2.94,0.0,29.8,Watch
34.6,45.2,2.73,34.4,49.7,Safe
25.7,45.6,0.52,71.9,29.5,Safe
109.5,35.7,3.02,32.0,26.8,Watch
22.9,15.6,1.69,33.0,41.6,Safe
20.9,34.9,0.06,29.7,14.9,Safe
17.9,74.9,2.33,35.3,30.9,Safe
39.1,64.4,13.6,27.7,31.3,Warning
50.0,31.1,1.29,39.3,37.2,Safe
80.5,34.6,10.11,18.4,26.1,Watch
61.1,83.4,0.3,19.0,30.3,Watch
60.4,26.6,3.96,10.6,32.9,Safe
97.7,32.1,0.36,29.5,29.5,Safe
17.1,37.3,0.96,13.4,30.1,Safe
10.3,20.6,2.54,51.8,40.3,Safe
63.2,35.3,2.7,23.5,37.8,Safe
37.7,35.6,4.48,0.5,37.2,Safe
80.7,28.8,2.87,13.0,15.6,Safe
40.4,68.9,2.7,32.0,36.3,Warning
25.0,24.0,7.3,39.8,23.6,Safe
63.9,42.4,1.81,35.3,51.9,Safe
44.3,29.2,0.77,17.7,31.9,Safe
40.5,41.2,0.53,21.4,30.0,Safe
176.1,28.4,1.53,19.7,47.2,Danger
92.8,46.4,3.74,38.5,44.1,Watch
69.6,50.8,0.13,31.7,29.6,Watch
45.4,70.2,0.41,23.3,20.2,Safe
42.5,34.4,0.34,20.1,14.4,Safe
32.6,74.1,2.64,22.2,21.5,Safe
48.8,30.5,0.83,30.1,35.2,Safe
27.8,40.7,0.55,50.1,30.5,Safe
13.9,76.8,2.7,32.8,22.6,Watch
40.1,97.3,4.3,25.0,28.1,Danger
51.8,75.3,1.21,23.8,49.2,Warning
80.9,41.0,2.59,55.5,43.2,Watch
21.0,54.3,0.31,42.4,49.5,Safe
42.8,57.3,8.21,44.7,25.1,Warning
60.8,51.2,1.23,41.2,40.1,Safe
59.8,26.9,17.98,29.3,39.0,Danger
117.9,49.2,11.53,48.0,46.7,Danger
33.1,35.9,4.53,8.0,32.1,Safe
19.5,27.6,0.06,53.3,24.2,Safe
44.9,39.4,2.35,41.1,23.0,Safe
34.5,50.7,0.27,37.3,31.9,Safe
29.9,63.0,6.77,18.6,32.8,Watch
26.7,40.4,4.68,44.0,34.7,Watch
51.9,43.6,10.76,47.2,18.0,Watch
23.7,59.5,2.81,19.4,44.9,Safe
69.6,46.3,2.22,19.9,18.5,Safe
67.3,51.9,2.2,14.5,44.9,Watch
55.3,46.4,1.47,38.2,28.8,Watch
17.1,48.6,1.9,28.5,50.5,Safe
50.3,25.6,3.03,61.8,14.5,Safe
84.5,47.2,8.11,7.0,43.8,Warning
